timestamp,state,carbon_intensity,source
2022-12-31 17:10:23.305918,Tamil Nadu,0.7482396477834374,CEA_estimated
2023-01-31 17:10:23.305918,Tamil Nadu,0.7870430497567837,CEA_estimated
2023-02-28 17:10:23.305918,Tamil Nadu,0.8524772404338898,CEA_estimated
2023-03-31 17:10:23.305918,Tamil Nadu,0.8631413722383897,CEA_estimated
2023-04-30 17:10:23.305918,Tamil Nadu,0.7912270250075331,CEA_estimated
2023-05-31 17:10:23.305918,Tamil Nadu,0.7802601957030276,CEA_estimated
2023-06-30 17:10:23.305918,Tamil Nadu,0.7262576861549737,CEA_estimated
2023-07-31 17:10:23.305918,Tamil Nadu,0.7456428451415618,CEA_estimated
2023-08-31 17:10:23.305918,Tamil Nadu,0.71145739401147,CEA_estimated
2023-09-30 17:10:23.305918,Tamil Nadu,0.6626594130141731,CEA_estimated
2023-10-31 17:10:23.305918,Tamil Nadu,0.6988976394386357,CEA_estimated
2023-11-30 17:10:23.305918,Tamil Nadu,0.747002122639573,CEA_estimated
2023-12-31 17:10:23.305918,Tamil Nadu,0.7146274073787813,CEA_estimated
2024-01-31 17:10:23.305918,Tamil Nadu,0.8066424778084753,CEA_estimated
2024-02-29 17:10:23.305918,Tamil Nadu,0.8033787417266223,CEA_estimated
2024-03-31 17:10:23.305918,Tamil Nadu,0.8025098356307254,CEA_estimated
2024-04-30 17:10:23.305918,Tamil Nadu,0.7883113365954069,CEA_estimated
2024-05-31 17:10:23.305918,Tamil Nadu,0.7765373026087038,CEA_estimated
2024-06-30 17:10:23.305918,Tamil Nadu,0.773495202264548,CEA_estimated
2024-07-31 17:10:23.305918,Tamil Nadu,0.7277245030232882,CEA_estimated
2024-08-31 17:10:23.305918,Tamil Nadu,0.6735841140413769,CEA_estimated
2024-09-30 17:10:23.305918,Tamil Nadu,0.6823601878057227,CEA_estimated
2024-10-31 17:10:23.305918,Tamil Nadu,0.6798941056034119,CEA_estimated
2024-11-30 17:10:23.305918,Tamil Nadu,0.732096817906311,CEA_estimated
2024-12-31 17:10:23.305918,Tamil Nadu,0.7233767860457068,CEA_estimated
2025-01-31 17:10:23.305918,Tamil Nadu,0.7597176896654644,CEA_estimated
2025-02-28 17:10:23.305918,Tamil Nadu,0.7765772454436767,CEA_estimated
2025-03-31 17:10:23.305918,Tamil Nadu,0.8466722262126426,CEA_estimated
2025-04-30 17:10:23.305918,Tamil Nadu,0.8464295091052871,CEA_estimated
2025-05-31 17:10:23.305918,Tamil Nadu,0.7651777881700969,CEA_estimated
2025-06-30 17:10:23.305918,Tamil Nadu,0.7487339653252527,CEA_estimated
2025-07-31 17:10:23.305918,Tamil Nadu,0.7140375286313675,CEA_estimated
2025-08-31 17:10:23.305918,Tamil Nadu,0.6841431427430302,CEA_estimated
2025-09-30 17:10:23.305918,Tamil Nadu,0.6666758591085191,CEA_estimated
2025-10-31 17:10:23.305918,Tamil Nadu,0.7132987230767884,CEA_estimated
2025-11-30 17:10:23.305918,Tamil Nadu,0.6989520855418878,CEA_estimated
