timestamp,state,carbon_intensity,source
2022-12-31 17:10:23.305918,Chhattisgarh,0.9802456869650769,CEA_estimated
2023-01-31 17:10:23.305918,Chhattisgarh,1.0433433709748543,CEA_estimated
2023-02-28 17:10:23.305918,Chhattisgarh,0.9891853227756797,CEA_estimated
2023-03-31 17:10:23.305918,Chhattisgarh,1.0242792751331338,CEA_estimated
2023-04-30 17:10:23.305918,Chhattisgarh,1.0562520570525422,CEA_estimated
2023-05-31 17:10:23.305918,Chhattisgarh,0.9991725702199913,CEA_estimated
2023-06-30 17:10:23.305918,Chhattisgarh,0.9898814666669897,CEA_estimated
2023-07-31 17:10:23.305918,Chhattisgarh,0.9043263437148112,CEA_estimated
2023-08-31 17:10:23.305918,Chhattisgarh,0.8272483425359873,CEA_estimated
2023-09-30 17:10:23.305918,Chhattisgarh,0.8743804633619898,CEA_estimated
2023-10-31 17:10:23.305918,Chhattisgarh,0.904325044386954,CEA_estimated
2023-11-30 17:10:23.305918,Chhattisgarh,0.926193939417086,CEA_estimated
2023-12-31 17:10:23.305918,Chhattisgarh,0.9941269283517308,CEA_estimated
2024-01-31 17:10:23.305918,Chhattisgarh,1.0117561821737757,CEA_estimated
2024-02-29 17:10:23.305918,Chhattisgarh,1.0716049357065647,CEA_estimated
2024-03-31 17:10:23.305918,Chhattisgarh,1.04171693975201,CEA_estimated
2024-04-30 17:10:23.305918,Chhattisgarh,0.9849757255442123,CEA_estimated
2024-05-31 17:10:23.305918,Chhattisgarh,1.037200404323988,CEA_estimated
2024-06-30 17:10:23.305918,Chhattisgarh,0.951413079334062,CEA_estimated
2024-07-31 17:10:23.305918,Chhattisgarh,0.8779375700482266,CEA_estimated
2024-08-31 17:10:23.305918,Chhattisgarh,0.8536564041401409,CEA_estimated
2024-09-30 17:10:23.305918,Chhattisgarh,0.8836963977650801,CEA_estimated
2024-10-31 17:10:23.305918,Chhattisgarh,0.890621315397732,CEA_estimated
2024-11-30 17:10:23.305918,Chhattisgarh,0.859828714256304,CEA_estimated
2024-12-31 17:10:23.305918,Chhattisgarh,0.9321305202756696,CEA_estimated
2025-01-31 17:10:23.305918,Chhattisgarh,0.9759709897459811,CEA_estimated
2025-02-28 17:10:23.305918,Chhattisgarh,1.0014024541845437,CEA_estimated
2025-03-31 17:10:23.305918,Chhattisgarh,1.039529259112078,CEA_estimated
2025-04-30 17:10:23.305918,Chhattisgarh,1.0121305447948203,CEA_estimated
2025-05-31 17:10:23.305918,Chhattisgarh,0.976584692457257,CEA_estimated
2025-06-30 17:10:23.305918,Chhattisgarh,0.9903328992690138,CEA_estimated
2025-07-31 17:10:23.305918,Chhattisgarh,0.9072405752921336,CEA_estimated
2025-08-31 17:10:23.305918,Chhattisgarh,0.8361360509616352,CEA_estimated
2025-09-30 17:10:23.305918,Chhattisgarh,0.845875872906018,CEA_estimated
2025-10-31 17:10:23.305918,Chhattisgarh,0.8263188729128246,CEA_estimated
2025-11-30 17:10:23.305918,Chhattisgarh,0.8580617022963838,CEA_estimated
